img_id,original_split
train_949,test
train_903,test
train_486,train
train_573,train
train_922,test
train_5,train
train_282,train
train_189,train
train_649,test
train_201,train
train_680,test
train_626,train
train_422,train
train_35,train
train_219,train
train_935,test
train_254,train
train_924,test
train_672,test
train_969,test
train_299,train
train_977,test
train_597,train
train_601,train
train_696,test
train_522,train
train_155,train
train_897,test
train_132,train
train_563,train
train_855,test
train_968,test
train_225,train
train_583,train
train_348,train
train_27,train
train_188,train
train_944,test
train_837,test
train_744,test
train_473,train
train_795,test
train_197,train
train_287,train
train_565,train
train_940,test
train_948,test
train_862,test
train_750,test
train_107,train
train_250,train
train_315,train
train_191,train
train_501,train
train_661,test
train_135,train
train_474,train
train_865,test
train_204,train
train_167,train
train_499,train
train_10,train
train_213,train
train_490,train
train_209,train
train_158,train
train_609,train
train_440,train
train_613,train
train_875,test
train_923,test
train_890,test
train_854,test
train_173,train
train_899,test
train_543,train
train_641,test
train_675,test
train_773,test
train_275,train
train_716,test
train_886,test
train_874,test
train_866,test
train_759,test
train_131,train
train_900,test
train_878,test
train_34,train
train_719,test
train_104,train
train_177,train
train_810,test
train_329,train
train_516,train
train_147,train
train_768,test
train_262,train
train_767,test
train_409,train
train_776,test
train_458,train
train_955,test
train_678,test
train_301,train
train_888,test
train_793,test
train_183,train
train_864,test
train_362,train
train_770,test
train_686,test
train_1,train
train_587,train
train_804,test
train_585,train
train_236,train
train_459,train
train_37,train
train_622,train
train_368,train
train_939,test
train_700,test
train_313,train
train_426,train
train_492,train
train_676,test
train_925,test
train_832,test
train_729,test
train_557,train
train_790,test
train_819,test
train_775,test
train_391,train
train_694,test
train_297,train
train_612,train
train_483,train
train_784,test
train_448,train
train_176,train
train_548,train
train_300,train
train_495,train
train_788,test
train_652,test
train_920,test
train_756,test
train_653,test
train_646,test
train_637,train
train_73,train
train_588,train
train_963,test
train_544,train
train_847,test
train_123,train
train_12,train
train_674,test
train_498,train
train_431,train
train_736,test
train_67,train
train_718,test
train_639,test
train_292,train
train_580,train
train_786,test
train_651,test
train_699,test
train_390,train
train_792,test
train_198,train
train_887,test
train_711,test
train_616,train
train_962,test
train_909,test
train_602,train
train_32,train
train_96,train
train_485,train
train_153,train
train_826,test
train_216,train
train_494,train
train_129,train
train_803,test
train_481,train
train_221,train
train_849,test
train_286,train
train_331,train
train_591,train
train_762,test
train_521,train
train_116,train
train_480,train
train_615,train
train_586,train
train_450,train
train_713,test
train_194,train
train_822,test
train_366,train
train_735,test
train_734,test
train_584,train
train_721,test
train_285,train
train_249,train
train_296,train
train_356,train
train_208,train
train_349,train
train_931,test
train_436,train
train_748,test
train_370,train
train_87,train
train_845,test
train_823,test
train_690,test
train_395,train
train_985,test
train_590,train
train_809,test
train_205,train
train_232,train
train_976,test
train_816,test
train_808,test
train_140,train
train_489,train
train_589,train
train_441,train
train_720,test
train_169,train
train_712,test
train_579,train
train_698,test
train_981,test
train_534,train
train_342,train
train_412,train
train_472,train
train_787,test
train_732,test
train_142,train
train_193,train
train_575,train
train_550,train
train_984,test
train_506,train
train_273,train
train_48,train
train_11,train
train_46,train
train_554,train
train_970,test
train_150,train
train_463,train
train_801,test
train_289,train
train_17,train
train_105,train
train_70,train
train_576,train
train_363,train
train_620,train
train_905,test
train_828,test
train_877,test
train_913,test
train_558,train
train_843,test
train_207,train
train_691,test
train_63,train
train_528,train
train_797,test
train_508,train
train_824,test
train_560,train
train_842,test
train_957,test
train_319,train
train_701,test
train_91,train
train_47,train
train_16,train
train_346,train
train_717,test
train_812,test
train_487,train
train_635,train
train_527,train
train_568,train
train_354,train
train_420,train
train_667,test
train_9,train
train_427,train
train_902,test
train_92,train
train_304,train
train_464,train
train_794,test
train_13,train
train_973,test
train_599,train
train_669,test
train_746,test
train_223,train
train_270,train
train_533,train
train_59,train
train_206,train
train_94,train
train_581,train
train_531,train
train_360,train
train_414,train
train_898,test
train_309,train
train_95,train
train_49,train
train_789,test
train_352,train
train_383,train
